,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
501,5,2,9,1,1,4,334,1016,101,22,96,pertinent
502,5,2,9,1,1,5,443,1014,87,22,96,medical
503,5,2,9,1,1,6,540,1016,77,22,89,history
504,5,2,9,1,1,7,625,1020,25,16,96,or
505,5,2,9,1,1,8,657,1016,130,20,96,Information
506,5,2,9,1,1,9,795,1016,22,20,87,for
507,5,2,9,1,1,10,820,1014,55,22,94,this
508,5,2,9,1,1,11,885,1016,78,22,93,patient
509,5,2,9,1,1,12,969,1016,46,20,95,that
510,5,2,9,1,1,13,1022,1020,46,18,96,may
511,5,2,9,1,1,14,1076,1016,90,22,95,support
512,5,2,9,1,1,15,1173,1014,105,24,92,"approval,"
513,5,2,9,1,1,16,1287,1014,74,22,96,Please
514,5,2,9,1,1,17,1369,1020,84,16,71,answer
515,5,2,9,1,1,18,1459,1016,34,20,96,the
516,5,2,9,1,1,19,1501,1016,105,22,96,following
517,4,2,9,1,2,0,613,1046,506,25,-1,
518,5,2,9,1,2,1,613,1046,112,25,26,questions
519,5,2,9,1,2,2,732,1046,42,19,90,and
520,5,2,9,1,2,3,782,1046,72,25,6,sign:{*
521,5,2,9,1,2,4,864,1046,118,23,96,Mandatory
522,5,2,9,1,2,5,992,1046,127,25,96,Questions)
523,2,2,10,0,0,0,940,1075,720,10,-1,
524,3,2,10,1,0,0,940,1075,720,10,-1,
525,4,2,10,1,1,0,940,1075,720,10,-1,
526,5,2,10,1,1,1,940,1075,720,10,95, 
527,2,2,11,0,0,0,67,1075,681,10,-1,
528,3,2,11,1,0,0,67,1075,681,10,-1,
529,4,2,11,1,1,0,67,1075,681,10,-1,
530,5,2,11,1,1,1,67,1075,681,10,95, 
531,2,2,12,0,0,0,74,1095,1267,249,-1,
532,3,2,12,1,0,0,74,1095,1267,249,-1,
533,4,2,12,1,1,0,74,1095,576,27,-1,
534,5,2,12,1,1,1,74,1095,40,23,79,Q1.
535,5,2,12,1,1,2,123,1095,55,21,95,What
536,5,2,12,1,1,3,178,1095,34,21,95,is
537,5,2,12,1,1,4,219,1095,38,21,95,the
538,5,2,12,1,1,5,266,1095,96,27,96,patient's
539,5,2,12,1,1,6,372,1095,112,27,95,diagnosis
540,5,2,12,1,1,7,492,1100,24,16,95,or
541,5,2,12,1,1,8,524,1095,126,21,90,indication?
542,4,2,12,1,2,0,104,1136,473,31,-1,
543,5,2,12,1,2,1,104,1142,23,25,9,g
544,5,2,12,1,2,2,143,1136,141,23,50,Rheumatoid
545,5,2,12,1,2,3,294,1136,89,23,89,Arthritis
546,5,2,12,1,2,4,393,1136,51,27,95,(RA)
547,5,2,12,1,2,5,455,1136,18,21,94,in
548,5,2,12,1,2,6,483,1140,28,17,93,an
549,5,2,12,1,2,7,520,1136,57,21,93,adult
550,4,2,12,1,3,0,104,1179,1237,31,-1,
551,5,2,12,1,3,1,104,1185,23,25,33,CO
552,5,2,12,1,3,2,141,1179,98,23,70,Juvenile
553,5,2,12,1,3,3,249,1179,112,27,79,Idiopathic
554,5,2,12,1,3,4,368,1179,91,23,96,Arthritis
555,5,2,12,1,3,5,468,1179,54,27,90,(JIA)
556,5,2,12,1,3,6,532,1179,32,27,87,[or
557,5,2,12,1,3,7,570,1179,97,23,93,Juvenile
558,5,2,12,1,3,8,677,1179,142,23,51,Rheumatald
559,5,2,12,1,3,9,827,1179,91,21,93,Arthritis
560,5,2,12,1,3,10,927,1179,74,27,87,(JRA)]
561,5,2,12,1,3,11,1011,1179,132,27,56,(regardless
562,5,2,12,1,3,12,1151,1179,24,23,96,of
563,5,2,12,1,3,13,1181,1179,50,27,96,type
564,5,2,12,1,3,14,1238,1179,24,21,96,of
565,5,2,12,1,3,15,1270,1179,71,27,91,onset)
566,4,2,12,1,4,0,104,1222,310,31,-1,
567,5,2,12,1,4,1,104,1228,22,25,43,CD
568,5,2,12,1,4,2,143,1222,100,22,93,Psoriatic
569,5,2,12,1,4,3,251,1222,89,22,94,Arthritis
570,5,2,12,1,4,4,351,1222,63,27,60,(PsA)
571,4,2,12,1,5,0,104,1265,267,30,-1,
572,5,2,12,1,5,1,104,1271,23,24,37,CO
573,5,2,12,1,5,2,141,1265,27,22,91,All
574,5,2,12,1,5,3,178,1265,51,22,90,other
575,5,2,12,1,5,4,231,1265,140,22,96,indications
576,4,2,12,1,6,0,74,1316,1145,28,-1,
577,5,2,12,1,6,1,74,1316,40,22,49,Q2.
578,5,2,12,1,6,2,125,1316,45,22,96,Has
579,5,2,12,1,6,3,178,1316,36,22,96,the
580,5,2,12,1,6,4,224,1316,80,28,96,patient
581,5,2,12,1,6,5,312,1316,57,22,96,been
582,5,2,12,1,6,6,379,1316,134,22,78,established
583,5,2,12,1,6,7,522,1322,28,16,93,on
584,5,2,12,1,6,8,560,1316,92,22,92,Orencia
585,5,2,12,1,6,9,662,1316,43,26,94,(SC
586,5,2,12,1,6,10,715,1322,12,16,95,or
587,5,2,12,1,6,11,729,1316,48,26,56,IV)
588,5,2,12,1,6,12,786,1316,33,22,96,for
589,5,2,12,1,6,13,825,1318,86,26,96,greater
590,5,2,12,1,6,14,918,1316,51,22,96,than
591,5,2,12,1,6,15,978,1322,24,16,96,or
592,5,2,12,1,6,16,1009,1316,64,26,94,equal
593,5,2,12,1,6,17,1081,1318,22,20,94,to
594,5,2,12,1,6,18,1112,1316,28,22,96,90
595,5,2,12,1,6,19,1149,1316,70,28,96,days?
596,2,2,13,0,0,0,558,1294,1102,14,-1,
597,3,2,13,1,0,0,558,1294,1102,14,-1,
598,4,2,13,1,1,0,558,1294,1102,14,-1,
599,5,2,13,1,1,1,558,1294,1102,14,95, 
600,2,2,14,0,0,0,271,1364,22,4,-1,
601,3,2,14,1,0,0,271,1364,22,4,-1,
602,4,2,14,1,1,0,271,1364,22,4,-1,
603,5,2,14,1,1,1,271,1364,22,4,95, 
604,2,2,15,0,0,0,74,1359,1542,73,-1,
605,3,2,15,1,0,0,74,1359,1542,73,-1,
606,4,2,15,1,1,0,104,1359,249,26,-1,
607,5,2,15,1,1,1,104,1365,23,20,54,mm
608,5,2,15,1,1,2,142,1359,31,18,91,No
609,5,2,15,1,1,3,308,1359,45,18,91,Yea
610,4,2,15,1,2,0,74,1406,1542,26,-1,
611,5,2,15,1,2,1,74,1406,40,22,41,"Q3,"
612,5,2,15,1,2,2,125,1406,45,22,96,Has
613,5,2,15,1,2,3,178,1406,36,22,96,the
614,5,2,15,1,2,4,224,1406,80,26,90,patient
615,5,2,15,1,2,5,310,1406,51,22,90,tried
616,5,2,15,1,2,6,371,1412,43,16,96,one
617,5,2,15,1,2,7,422,1408,70,20,96,tumor
618,5,2,15,1,2,8,500,1406,98,22,93,necrosis
619,5,2,15,1,2,9,606,1406,68,22,96,factor
620,5,2,15,1,2,10,682,1406,67,26,96,(TNF)
621,5,2,15,1,2,11,759,1406,122,26,96,antagonist
622,5,2,15,1,2,12,890,1406,39,26,96,(for
623,5,2,15,1,2,13,937,1406,106,26,93,"example,"
624,5,2,15,1,2,14,1054,1406,90,24,65,"Humira,"
625,5,2,15,1,2,15,1156,1406,80,24,93,"Enbrel,"
626,5,2,15,1,2,16,1248,1406,86,24,91,"Cimzia,"
627,5,2,15,1,2,17,1344,1406,101,26,91,"Simponi,"
628,5,2,15,1,2,18,1456,1406,128,26,95,Remicade)
629,5,2,15,1,2,19,1593,1412,23,16,96,or
630,2,2,16,0,0,0,291,1365,3,20,-1,
631,3,2,16,1,0,0,291,1365,3,20,-1,
632,4,2,16,1,1,0,291,1365,3,20,-1,
633,5,2,16,1,1,1,291,1365,3,20,95, 
634,2,2,17,0,0,0,270,1365,4,20,-1,
635,3,2,17,1,0,0,270,1365,4,20,-1,
636,4,2,17,1,1,0,270,1365,4,20,-1,
637,5,2,17,1,1,1,270,1365,4,20,95, 
638,2,2,18,0,0,0,271,1382,22,4,-1,
639,3,2,18,1,0,0,271,1382,22,4,-1,
640,4,2,18,1,1,0,271,1382,22,4,-1,
641,5,2,18,1,1,1,271,1382,22,4,95, 
642,2,2,19,0,0,0,74,1442,1037,121,-1,
643,3,2,19,1,0,0,74,1442,1037,121,-1,
644,4,2,19,1,1,0,74,1442,878,29,-1,
645,5,2,19,1,1,1,74,1442,90,23,92,Orencia
646,5,2,19,1,1,2,175,1442,34,23,95,SC
647,5,2,19,1,1,3,218,1444,33,21,94,for
648,5,2,19,1,1,4,257,1444,22,21,96,at
649,5,2,19,1,1,5,288,1442,56,23,96,least
650,5,2,19,1,1,6,353,1444,11,21,96,3
651,5,2,19,1,1,7,375,1442,71,23,96,months
652,5,2,19,1,1,8,449,1449,44,16,96,or
653,5,2,19,1,1,9,500,1449,33,16,96,was
654,5,2,19,1,1,10,535,1442,131,23,95,intolerant
655,5,2,19,1,1,11,672,1444,22,21,95,to
656,5,2,19,1,1,12,704,1449,42,16,96,one
657,5,2,19,1,1,13,756,1442,22,23,96,of
658,5,2,19,1,1,14,784,1442,66,23,96,these
659,5,2,19,1,1,15,858,1442,94,29,96,agents?
660,4,2,19,1,2,0,104,1485,248,29,-1,
661,5,2,19,1,2,1,104,1491,23,23,19,7
662,5,2,19,1,2,2,141,1485,44,21,86,Yes
663,5,2,19,1,2,3,283,1491,23,23,61,oO
664,5,2,19,1,2,4,320,1485,32,21,65,No
665,4,2,19,1,3,0,74,1534,1037,29,-1,
666,5,2,19,1,3,1,74,1534,40,23,46,4.
667,5,2,19,1,3,2,123,1534,60,23,96,Which
668,5,2,19,1,3,3,184,1534,46,23,96,of
669,5,2,19,1,3,4,236,1534,64,23,95,these
670,5,2,19,1,3,5,309,1538,79,25,95,agents
671,5,2,19,1,3,6,397,1534,34,23,96,did
672,5,2,19,1,3,7,439,1538,37,19,96,the
673,5,2,19,1,3,8,485,1534,71,29,93,patient
674,5,2,19,1,3,9,557,1538,44,25,93,try
675,5,2,19,1,3,10,609,1534,32,23,96,for
676,5,2,19,1,3,11,649,1538,21,19,96,at
677,5,2,19,1,3,12,678,1534,56,23,96,least
678,5,2,19,1,3,13,743,1538,13,19,89,3
679,5,2,19,1,3,14,765,1534,86,23,96,months
680,5,2,19,1,3,15,861,1542,23,15,96,or
681,5,2,19,1,3,16,892,1534,61,23,88,could
682,5,2,19,1,3,17,964,1542,27,15,96,not
683,5,2,19,1,3,18,992,1534,119,23,96,tolerate?
684,2,2,20,0,0,0,144,1583,643,76,-1,
685,3,2,20,1,0,0,144,1583,643,76,-1,
686,4,2,20,1,1,0,144,1583,643,76,-1,
687,5,2,20,1,1,1,144,1593,92,39,48,Sine
688,5,2,20,1,1,2,241,1608,51,51,90,pe
689,5,2,20,1,1,3,308,1583,47,45,18,rR
690,5,2,20,1,1,4,429,1587,168,49,47,ad
691,5,2,20,1,1,5,598,1604,137,32,0,wk
692,5,2,20,1,1,6,747,1602,40,20,0,O
693,2,2,21,0,0,0,73,1716,979,69,-1,
694,3,2,21,1,0,0,73,1716,979,69,-1,
695,4,2,21,1,1,0,73,1716,979,26,-1,
696,5,2,21,1,1,1,73,1716,34,22,19,Q85.
697,5,2,21,1,1,2,109,1716,34,20,57,Is
698,5,2,21,1,1,3,152,1716,36,20,96,the
699,5,2,21,1,1,4,197,1716,127,20,96,medication
700,5,2,21,1,1,5,334,1716,63,26,96,being
701,5,2,21,1,1,6,408,1716,122,26,96,prescribed
702,5,2,21,1,1,7,540,1716,26,26,96,by
703,5,2,21,1,1,8,575,1720,24,16,78,of
704,5,2,21,1,1,9,607,1716,18,20,96,in
705,5,2,21,1,1,10,635,1716,140,20,96,consultation
706,5,2,21,1,1,11,784,1716,46,20,96,with
707,5,2,21,1,1,12,841,1720,12,16,96,a
708,5,2,21,1,1,13,864,1716,188,26,93,rheumatologist?
709,4,2,21,1,2,0,104,1755,248,30,-1,
710,5,2,21,1,2,1,104,1761,22,24,0,wi
711,5,2,21,1,2,2,140,1755,45,20,70,Yee
712,5,2,21,1,2,3,283,1761,22,24,36,(J
713,5,2,21,1,2,4,320,1755,32,20,69,Ne
714,2,2,22,0,0,0,73,1791,1503,78,-1,
715,3,2,22,1,0,0,73,1791,1503,78,-1,
716,4,2,22,1,1,0,73,1791,1503,39,-1,
717,5,2,22,1,1,1,73,1806,40,20,64,@8.
718,5,2,22,1,1,2,123,1806,41,20,95,Will
719,5,2,22,1,1,3,173,1806,36,20,93,the
720,5,2,22,1,1,4,219,1804,128,22,82,madication
721,5,2,22,1,1,5,357,1806,27,20,96,be
722,5,2,22,1,1,6,394,1806,55,20,96,used
723,5,2,22,1,1,7,459,1791,162,39,94,concomitantly
724,5,2,22,1,1,8,629,1806,46,20,89,with
725,5,2,22,1,1,9,686,1806,89,20,93,ancther
726,5,2,22,1,1,10,783,1804,91,26,85,biologic
727,5,2,22,1,1,11,882,1791,66,39,96,agent
728,5,2,22,1,1,12,956,1806,31,20,96,for
729,5,2,22,1,1,13,995,1791,35,35,95,an
730,5,2,22,1,1,14,1032,1791,151,39,84,Inflammatory
731,5,2,22,1,1,15,1193,1791,108,35,92,condition
732,5,2,22,1,1,16,1308,1806,39,24,94,(for
733,5,2,22,1,1,17,1356,1791,105,39,93,"example,"
734,5,2,22,1,1,18,1471,1791,105,37,53,"Actemra,"
735,4,2,22,1,2,0,73,1840,962,29,-1,
736,5,2,22,1,2,1,73,1840,85,27,91,"Cimzia,"
737,5,2,22,1,2,2,170,1840,82,27,93,"Enbrel,"
738,5,2,22,1,2,3,262,1840,91,27,92,"Humira,"
739,5,2,22,1,2,4,363,1840,90,27,93,"Kineret,"
740,5,2,22,1,2,5,463,1840,125,27,1,"Remicade,"
741,5,2,22,1,2,6,599,1840,95,27,93,"Rituxan,"
742,5,2,22,1,2,7,704,1847,23,16,93,or
743,5,2,22,1,2,8,736,1840,103,29,92,Simponi)
744,5,2,22,1,2,9,848,1847,25,16,96,or
745,5,2,22,1,2,10,879,1840,46,23,93,with
746,5,2,22,1,2,11,934,1840,101,29,92,Xeljanz?
747,2,2,23,0,0,0,58,1008,1611,875,-1,
748,3,2,23,1,0,0,58,1008,1611,875,-1,
749,4,2,23,1,1,0,58,1008,1611,875,-1,
750,5,2,23,1,1,1,58,1008,1611,875,95, 
751,2,2,24,0,0,0,89,1906,1415,138,-1,
752,3,2,24,1,0,0,305,1906,948,26,-1,
753,4,2,24,1,1,0,305,1906,948,26,-1,
754,5,2,24,1,1,1,305,1906,121,26,96,Physician
755,5,2,24,1,1,2,435,1906,123,26,96,Signature
756,5,2,24,1,1,3,1198,1906,55,22,96,Date
757,3,2,24,2,0,0,89,1940,1415,104,-1,
758,4,2,24,2,1,0,108,1940,1395,23,-1,
759,5,2,24,2,1,1,108,1957,18,6,0,“
760,5,2,24,2,1,2,346,1940,35,15,92,Thia
761,5,2,24,2,1,3,388,1940,71,19,89,telacopy
762,5,2,24,2,1,4,465,1940,104,15,58,trenamiaaion
763,5,2,24,2,1,5,578,1940,70,15,85,contains
764,5,2,24,2,1,6,655,1940,187,15,65,confidantialinformation
765,5,2,24,2,1,7,850,1940,80,19,9,belonging
766,5,2,24,2,1,8,937,1940,16,15,89,to
767,5,2,24,2,1,9,961,1940,25,15,96,tha
768,5,2,24,2,1,10,994,1940,58,15,22,sender
769,5,2,24,2,1,11,1058,1940,31,17,96,that
770,5,2,24,2,1,12,1097,1940,13,15,66,ia
771,5,2,24,2,1,13,1117,1940,53,19,40,legally
772,5,2,24,2,1,14,1179,1940,82,19,45,paged.
773,5,2,24,2,1,15,1270,1940,34,17,84,This
774,5,2,24,2,1,16,1313,1940,91,17,83,Information
775,5,2,24,2,1,17,1412,1940,13,17,79,je
776,5,2,24,2,1,18,1433,1940,70,17,7,Imendad
777,4,2,24,2,2,0,346,1961,1158,20,-1,
778,5,2,24,2,2,1,346,1961,34,20,87,only
779,5,2,24,2,2,2,389,1961,22,16,96,for
780,5,2,24,2,2,3,418,1961,27,16,96,the
781,5,2,24,2,2,4,454,1965,30,12,96,use
782,5,2,24,2,2,5,493,1961,16,16,96,of
783,5,2,24,2,2,6,515,1961,28,16,96,the
784,5,2,24,2,2,7,551,1961,77,16,76,individual
785,5,2,24,2,2,8,638,1965,17,12,93,or
786,5,2,24,2,2,9,664,1961,44,20,18,entty
787,5,2,24,2,2,10,717,1961,55,16,55,named
788,5,2,24,2,2,11,782,1961,55,16,92,above.
789,5,2,24,2,2,12,847,1961,32,16,96,The
790,5,2,24,2,2,13,887,1961,88,16,95,authorized
791,5,2,24,2,2,14,984,1961,70,20,93,recipient
792,5,2,24,2,2,15,1063,1963,16,14,96,of
793,5,2,24,2,2,16,1086,1963,31,14,92,this
794,5,2,24,2,2,17,1126,1963,90,14,95,information
795,5,2,24,2,2,18,1226,1963,13,14,69,is
796,5,2,24,2,2,19,1248,1963,81,18,63,prohibited
797,5,2,24,2,2,20,1337,1963,38,14,92,from
798,5,2,24,2,2,21,1385,1963,80,18,72,diadosing
799,5,2,24,2,2,22,1475,1963,29,14,89,this
800,4,2,24,2,3,0,89,1983,1415,21,-1,
801,5,2,24,2,3,1,89,1987,6,8,10,*
802,5,2,24,2,3,2,346,1983,92,15,88,information
803,5,2,24,2,3,3,446,1983,16,15,95,to
804,5,2,24,2,3,4,469,1987,31,15,93,any
805,5,2,24,2,3,5,508,1983,43,15,86,other
806,5,2,24,2,3,6,558,1983,45,19,95,"party,"
807,5,2,24,2,3,7,613,1983,10,17,25,Wf
808,5,2,24,2,3,8,630,1987,30,15,94,you
809,5,2,24,2,3,9,667,1987,28,11,92,are
810,5,2,24,2,3,10,704,1983,24,17,92,not
811,5,2,24,2,3,11,735,1983,27,15,95,the
812,5,2,24,2,3,12,770,1983,71,17,58,intended
813,5,2,24,2,3,13,850,1983,75,19,48,"recipient,"
814,5,2,24,2,3,14,933,1987,30,15,95,you
815,5,2,24,2,3,15,972,1987,26,13,95,are
816,5,2,24,2,3,16,1007,1983,56,19,80,hereby
817,5,2,24,2,3,17,1072,1983,58,17,88,notified
818,5,2,24,2,3,18,1138,1983,32,17,96,that
819,5,2,24,2,3,19,1178,1987,29,17,93,any
820,5,2,24,2,3,20,1215,1983,87,19,9,"diaclosure,"
821,5,2,24,2,3,21,1312,1983,68,21,93,"copying,"
822,5,2,24,2,3,22,1389,1983,90,17,65,dlatributian
823,5,2,24,2,3,23,1488,1987,16,13,96,or
824,4,2,24,2,4,0,346,2004,1158,20,-1,
825,5,2,24,2,4,1,346,2004,49,16,75,actlan
826,5,2,24,2,4,2,402,2004,45,16,96,taken
827,5,2,24,2,4,3,454,2006,13,14,96,in
828,5,2,24,2,4,4,475,2006,79,14,63,reference
829,5,2,24,2,4,5,560,2006,14,14,95,to
830,5,2,24,2,4,6,581,2004,26,16,96,the
831,5,2,24,2,4,7,614,2006,70,14,72,contents
832,5,2,24,2,4,8,690,2006,17,14,96,of
833,5,2,24,2,4,9,712,2004,29,16,95,this
834,5,2,24,2,4,10,747,2004,82,16,94,document
835,5,2,24,2,4,11,836,2004,13,16,79,ls
836,5,2,24,2,4,12,856,2004,52,20,38,strety
837,5,2,24,2,4,13,915,2004,86,20,78,prohibited.
838,5,2,24,2,4,14,1009,2006,10,14,90,If
839,5,2,24,2,4,15,1025,2008,29,16,96,you
840,5,2,24,2,4,16,1061,2006,40,14,96,have
841,5,2,24,2,4,17,1108,2006,70,14,79,received
842,5,2,24,2,4,18,1183,2006,29,14,93,this
843,5,2,24,2,4,19,1218,2006,70,18,76,telecopy
844,5,2,24,2,4,20,1294,2006,15,14,95,in
845,5,2,24,2,4,21,1315,2010,44,12,92,"error,"
846,5,2,24,2,4,22,1367,2006,54,18,21,please
847,5,2,24,2,4,23,1428,2006,44,18,94,notify
848,5,2,24,2,4,24,1478,2006,26,14,95,the
849,4,2,24,2,5,0,346,2026,513,18,-1,
850,5,2,24,2,5,1,346,2026,51,16,55,gander
851,5,2,24,2,5,2,398,2026,111,18,94,immediately
852,5,2,24,2,5,3,513,2026,16,16,92,ta
853,5,2,24,2,5,4,535,2030,53,14,82,arrange
854,5,2,24,2,5,5,589,2026,37,16,95,for
855,5,2,24,2,5,6,631,2026,27,14,92,the
856,5,2,24,2,5,7,664,2028,47,12,44,rstum
857,5,2,24,2,5,8,718,2026,15,16,92,of
858,5,2,24,2,5,9,737,2026,30,16,89,thia
859,5,2,24,2,5,10,772,2026,87,16,75,"document,"
860,2,2,25,0,0,0,1627,1977,51,16,-1,
861,3,2,25,1,0,0,1627,1977,51,16,-1,
862,4,2,25,1,1,0,1627,1977,51,16,-1,
863,5,2,25,1,1,1,1627,1977,51,16,82,1of2
864,2,2,26,0,0,0,813,2089,261,72,-1,
865,3,2,26,1,0,0,813,2089,261,72,-1,
866,4,2,26,1,1,0,813,2089,261,72,-1,
867,5,2,26,1,1,1,813,2110,84,45,0,Lr
868,5,2,26,1,1,2,898,2108,114,53,0,gen
869,5,2,26,1,1,3,1032,2089,42,37,7,ie
870,1,3,0,0,0,0,0,0,1695,2396,-1,
871,2,3,1,0,0,0,0,1183,12,786,-1,
872,3,3,1,1,0,0,0,1183,12,786,-1,
873,4,3,1,1,1,0,0,1183,12,786,-1,
874,5,3,1,1,1,1,0,1183,12,786,95, 
875,2,3,2,0,0,0,159,2,408,20,-1,
876,3,3,2,1,0,0,159,2,408,20,-1,
877,4,3,2,1,1,0,159,2,408,20,-1,
878,5,3,2,1,1,1,159,2,253,20,90,CareContinuum
879,5,3,2,1,1,2,435,12,15,2,41,—-
880,5,3,2,1,1,3,472,2,95,20,91,PAHub
881,2,3,3,0,0,0,1296,112,176,96,-1,
882,3,3,3,1,0,0,1296,112,176,96,-1,
883,4,3,3,1,1,0,1296,112,176,96,-1,
884,5,3,3,1,1,1,1296,112,82,73,73,As
885,5,3,3,1,1,2,1399,138,73,70,94,AP
886,2,3,4,0,0,0,457,242,1032,104,-1,
887,3,3,4,1,0,0,457,242,1032,104,-1,
888,4,3,4,1,1,0,457,242,699,29,-1,
889,5,3,4,1,1,1,457,242,196,27,96,ADDITIONAL
890,5,3,4,1,1,2,665,242,222,27,96,INFORMATION
891,5,3,4,1,1,3,900,244,154,27,95,REQUEST
892,5,3,4,1,1,4,1065,244,91,25,96,FORM
893,4,3,4,1,2,0,717,279,772,35,-1,
894,5,3,4,1,2,1,717,279,54,23,43,EOC
895,5,3,4,1,2,2,781,281,33,21,68,ID:
896,5,3,4,1,2,3,824,279,70,23,76,63401
897,5,3,4,1,2,4,1470,306,19,8,52,.
898,4,3,4,1,3,0,641,318,815,28,-1,
899,5,3,4,1,3,1,641,318,97,20,76,Orencia
900,5,3,4,1,3,2,749,318,57,20,88,Care
901,5,3,4,1,3,3,816,318,139,20,94,Continuum
902,5,3,4,1,3,4,1450,338,6,8,49,‘
903,2,3,5,0,0,0,89,355,1397,161,-1,
904,3,3,5,1,0,0,89,355,1397,161,-1,
905,4,3,5,1,1,0,92,355,1030,59,-1,
906,5,3,5,1,1,1,92,355,367,59,90,CARECONTINUUM
907,5,3,5,1,1,2,462,367,96,26,72,Prone:
908,5,3,5,1,1,3,568,373,165,20,92,877-700-3482
909,5,3,5,1,1,4,753,371,45,22,92,Fax
910,5,3,5,1,1,5,807,371,60,22,95,back
911,5,3,5,1,1,6,873,373,33,20,83,to:
912,5,3,5,1,1,7,917,373,164,20,74,877-630-1012
913,5,3,5,1,1,8,1091,373,31,20,96,Or
914,4,3,5,1,2,0,626,402,361,26,-1,
915,5,3,5,1,2,1,626,402,120,26,92,Complete
916,5,3,5,1,2,2,754,402,47,22,95,this
917,5,3,5,1,2,3,810,402,58,22,96,form
918,5,3,5,1,2,4,877,402,78,22,95,online
919,5,3,5,1,2,5,964,404,23,20,96,at
920,4,3,5,1,3,0,555,432,505,27,-1,
921,5,3,5,1,3,1,555,432,505,27,42,https://esiqa.pahub.com/esi_dev_qa_pp
922,4,3,5,1,4,0,89,493,1397,23,-1,
923,5,3,5,1,4,1,89,493,189,19,90,CARECONTINUUM
924,5,3,5,1,4,2,285,493,15,19,82,Is
925,5,3,5,1,4,3,307,493,98,19,86,contracted
926,5,3,5,1,4,4,412,495,17,17,96,to
927,5,3,5,1,4,5,437,493,69,23,61,provide
928,5,3,5,1,4,6,513,493,145,23,67,pre-certification
929,5,3,5,1,4,7,665,493,34,19,96,and
930,5,3,5,1,4,8,708,493,120,19,73,authorization
931,5,3,5,1,4,9,836,493,19,19,92,of
932,5,3,5,1,4,10,860,493,52,19,90,homa
933,5,3,5,1,4,11,920,493,56,19,26,health
934,5,3,5,1,4,12,983,493,61,19,94,and/or
935,5,3,5,1,4,13,1051,493,52,19,93,home
936,5,3,5,1,4,14,1110,493,72,19,74,infuslan
937,5,3,5,1,4,15,1189,493,84,21,69,"services,"
938,5,3,5,1,4,16,1281,493,48,19,92,MDO
939,5,3,5,1,4,17,1336,497,19,15,94,or
940,5,3,5,1,4,18,1360,493,35,19,91,AIC
941,5,3,5,1,4,19,1402,493,84,19,69,sarvicas.
942,2,3,6,0,0,0,88,518,1388,47,-1,
943,3,3,6,1,0,0,88,518,1388,47,-1,
944,4,3,6,1,1,0,89,518,1387,22,-1,
945,5,3,6,1,1,1,89,518,66,18,64,Cartaln
946,5,3,6,1,1,2,163,518,82,22,96,requests
947,5,3,6,1,1,3,252,518,25,18,96,for
948,5,3,6,1,1,4,283,522,87,18,95,coverage
949,5,3,6,1,1,5,377,518,66,22,13,require
950,5,3,6,1,1,6,450,518,61,18,82,review
951,5,3,6,1,1,7,516,518,38,18,96,with
952,5,3,6,1,1,8,561,518,29,18,96,the
953,5,3,6,1,1,9,598,518,102,22,77,prescribing
954,5,3,6,1,1,10,708,518,93,22,35,"physician,"
955,5,3,6,1,1,11,810,518,64,18,94,Please
956,5,3,6,1,1,12,881,522,60,14,31,answer
957,5,3,6,1,1,13,943,518,41,18,89,the
958,5,3,6,1,1,14,991,518,83,22,95,following
959,5,3,6,1,1,15,1081,518,91,22,74,questions
960,5,3,6,1,1,16,1180,518,33,18,95,and
961,5,3,6,1,1,17,1220,518,29,18,93,fax
962,5,3,6,1,1,18,1254,518,34,18,93,this
963,5,3,6,1,1,19,1294,518,42,18,96,form
964,5,3,6,1,1,20,1342,520,18,16,95,to
965,5,3,6,1,1,21,1366,518,30,18,96,the
966,5,3,6,1,1,22,1403,518,73,18,95,number
967,4,3,6,1,2,0,88,542,943,23,-1,
968,5,3,6,1,2,1,88,542,48,19,96,listed
969,5,3,6,1,2,2,144,544,62,17,79,above.
970,5,3,6,1,2,3,215,542,66,19,43,Pléaee
971,5,3,6,1,2,4,289,544,43,17,78,note
972,5,3,6,1,2,5,339,546,36,19,96,any
973,5,3,6,1,2,6,383,542,116,19,87,Information
974,5,3,6,1,2,7,507,542,31,19,94,left
975,5,3,6,1,2,8,545,542,55,19,95,blank
976,5,3,6,1,2,9,607,546,11,15,94,or
977,5,3,6,1,2,10,619,542,94,23,86,illegible
978,5,3,6,1,2,11,725,546,42,19,95,may
979,5,3,6,1,2,12,774,542,53,23,96,delay
980,5,3,6,1,2,13,834,542,32,19,96,the
981,5,3,6,1,2,14,873,542,66,19,85,review
982,5,3,6,1,2,15,946,546,85,19,68,process.
983,2,3,7,0,0,0,89,573,1114,51,-1,
984,3,3,7,1,0,0,89,573,1114,51,-1,
985,4,3,7,1,1,0,89,573,1114,51,-1,
986,5,3,7,1,1,1,89,589,79,21,77,Patient
987,5,3,7,1,1,2,176,589,71,21,48,Name:
988,5,3,7,1,1,3,256,589,112,21,92,CARROLL
989,5,3,7,1,1,4,382,589,81,21,74,AHDIJJ
990,5,3,7,1,1,5,795,573,5,51,39,|
991,5,3,7,1,1,6,825,589,119,21,20,Presecribar
992,5,3,7,1,1,7,952,589,71,21,95,Name:
993,5,3,7,1,1,8,1031,589,51,21,95,Jane
994,5,3,7,1,1,9,1089,589,21,21,83,A.
